0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,action
1.0,9.563109,-20.730234,-6.4759984,-4.696961,1.0,2.0002058,-82.53819,-0.00055340445,-16.081333,1.0,191.8335,2.0,19.983551,2.7585596e-08,1.0,-23.823967,1.8521135,-0.07237195,17.008713,1.0,-2.0,166.381,8.957455e-08,15.94265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.0,5.345704,-27.461498,-3.717056,-7.084031,1.0,-16.797308,17.007572,11.159081,12.974543,1.0,2.0000272,-98.61952,-7.292791e-05,-16.081333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.0,2.6228952,-37.068634,-2.3203683,-11.076004,1.0,-5.3454504,29.353756,8.175455,15.0895,1.0,2.0000036,-114.70086,-9.641231e-06,-16.081333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.0,2.10556,-46.696156,-0.24019754,-8.563374,1.0,2.0000005,-130.78218,-1.2747603e-06,-16.081333,1.0,-2.1479871,46.080597,0.67762315,17.171017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.0,2.0269084,-52.96743,-0.053961318,-4.780098,1.0,2.0,-146.86353,-1.6854929e-07,-16.081333,1.0,-2.0143714,63.269665,0.04123605,17.194675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.0,2.004982,-55.34542,-0.0083031515,-0.81687236,1.0,2.0,-162.94485,-2.2285654e-08,-16.081333,1.0,-2.0017333,80.4669,0.004764427,17.199474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.0,2.0008144,-55.751785,-0.001420972,-0.13959385,1.0,2.0,-179.02618,-2.9466187e-09,-16.081333,1.0,-2.000212,97.667534,0.0005809787,17.201654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.0,2.0001338,-55.807583,-0.0002437555,-0.023854937,1.0,2.0,-195.10751,-3.896025e-10,-16.081333,1.0,-2.000026,114.86972,7.1057264e-05,17.202656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.0,2.0002286,-55.81677,-4.134795e-05,-0.004076531,1.0,2.0,-211.18884,-5.151456e-11,-16.081333,1.0,-2.000003,132.07262,8.6918535e-06,17.203115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.0,2.0000646,-55.818336,-7.1071713e-06,-0.0006966308,1.0,2.0,-227.27019,-6.8120505e-12,-16.081333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
