vehicles_in_ego_lane,vehicles_in_left_lane,vehicles_in_right_lane,closest_in_ego_lane_dist,closest_left_lane_dist,closest_right_lane_dist,relative_velocity_ego_lane,relative_velocity_left_lane,relative_velocity_right_lane,previous_action_1,previous_action_2,action
2.0,3.0,0.0,37.17165,28.177959999999985,0.0,-6.115600000000001,-5.027483,0.0,1.0,1.0,1.0
2.0,3.0,0.0,31.068700000000035,26.288369999999986,0.0,-6.084598,-6.981629999999999,0.0,1.0,1.0,0.0
3.0,2.0,2.0,19.608600000000024,9.31529999999998,25.271299999999997,-6.851598000000003,-6.135732000000001,-5.985963000000002,0.0,1.0,4.0
3.0,2.0,2.0,14.75121999999999,13.492059999999924,21.265269999999987,-3.5217899999999993,-2.8802640000000004,-2.6866459999999996,4.0,0.0,2.0
3.0,2.0,2.0,11.909430000000043,15.724769999999921,19.24463000000003,-2.818645,-2.245521,-2.0131750000000004,2.0,4.0,4.0
3.0,2.0,2.0,11.132499999999936,15.958300000000008,19.259599999999978,0.593115000000001,1.1036460000000012,1.3696729999999988,4.0,2.0,4.0
3.0,2.0,2.0,14.118100000000027,12.489199999999983,23.00861000000009,4.555261,5.008702999999999,5.303616,4.0,4.0,2.0
3.0,2.0,2.0,19.10606000000007,7.072469999999953,28.732040000000097,5.282985,5.684464999999999,6.003824999999999,2.0,4.0,3.0
3.0,2.0,2.0,22.475739999999973,3.3237000000000307,32.80989999999986,2.1396759999999997,2.493910999999999,2.8336629999999996,3.0,2.0,3.0
3.0,2.0,2.0,22.30056000000002,3.165100000000052,33.31635999999992,-1.6667520000000025,-1.3554540000000017,-0.9989740000000005,3.0,3.0,4.0
3.0,2.0,2.0,28.933690000000013,19.19428000000002,9.159199999999998,-3.323464999999999,-3.346077000000001,-3.756094000000001,4.0,3.0,4.0
3.0,2.0,2.0,25.466880000000003,17.839439999999996,7.561369999999982,-4.261438000000002,-0.32988900000000143,-0.27537500000000037,4.0,4.0,4.0
3.0,2.0,2.0,22.618899999999996,19.470940000000013,9.564070000000015,-2.1167930000000013,2.723817999999998,3.442881,4.0,4.0,1.0
3.0,2.0,2.0,20.481340000000017,22.27082999999999,13.344570000000004,-2.2859919999999985,2.72738,3.970785000000003,1.0,4.0,4.0
3.0,2.0,2.0,19.96103999999997,26.848469999999963,19.328229999999962,0.46468499999999935,5.6994039999999995,7.262461,4.0,1.0,1.0
4.0,2.0,1.0,20.424230000000023,32.75110000000001,26.892120000000034,0.2614529999999995,5.983213000000001,7.739153,1.0,4.0,1.0
4.0,1.0,1.0,20.334569999999985,38.69846000000001,34.652769999999975,-0.529024999999999,5.893092000000001,7.759853999999999,1.0,1.0,3.0
4.0,1.0,1.0,16.972860000000026,42.53453999999999,40.384180000000015,-3.7340079999999993,2.482845000000001,4.401857,3.0,1.0,4.0
3.0,1.0,1.0,15.70718000000005,46.65616,46.43185,0.6347579999999997,5.180104,7.107457,4.0,3.0,1.0
3.0,1.0,1.0,17.301690000000008,52.11077,53.80432000000002,2.5102290000000007,5.633394999999998,7.534986999999999,1.0,4.0,1.0
3.0,1.0,1.0,20.420349999999985,57.79521999999997,61.367489999999975,3.740349,5.722507,7.570508,1.0,1.0,1.0
3.0,1.0,1.0,24.59883000000002,63.536940000000016,68.92270000000002,4.627834,5.761941,7.531879,1.0,1.0,3.0
3.0,1.0,1.0,27.53018000000003,67.30648000000002,74.41678000000002,1.9438689999999994,2.4842639999999996,4.152636999999999,3.0,1.0,1.0
3.0,1.0,1.0,29.349120000000028,69.46706,78.18908000000005,1.8161059999999978,1.9607269999999986,3.5032630000000005,1.0,3.0,3.0
3.0,1.0,1.0,27.256280000000004,69.38037000000003,79.57632000000001,-3.981186000000001,-1.406321000000002,-0.015599000000001695,3.0,1.0,4.0
2.0,1.0,2.0,25.32310000000001,69.65280000000001,29.70029999999997,-0.4393260000000012,1.3743549999999978,1.6290949999999995,4.0,3.0,1.0
2.0,1.0,2.0,25.480169999999987,71.33242999999999,31.674710000000005,0.6705660000000009,1.8888829999999999,2.2182630000000003,1.0,4.0,3.0
2.0,1.0,2.0,24.43073000000004,71.28138000000001,31.966499999999996,-2.072448999999999,-1.3012479999999975,-0.9514010000000006,3.0,1.0,4.0
2.0,2.0,2.0,24.214999999999975,21.536810000000003,32.70425999999998,1.061116000000002,1.8428840000000015,1.8356589999999997,4.0,3.0,2.0
2.0,2.0,2.0,26.100889999999993,24.11175000000003,35.22717,1.8948329999999984,2.481355999999998,2.383885999999997,2.0,4.0,3.0
2.0,2.0,2.0,26.058409999999924,24.573269999999923,35.55761000000001,-1.2267089999999996,-0.812221000000001,-0.9802509999999991,3.0,2.0,2.0
2.0,2.0,2.0,24.567769999999996,23.427400000000034,34.21169999999995,-1.6342409999999994,-1.3643610000000024,-1.6018290000000022,2.0,3.0,4.0
2.0,2.0,2.0,24.93889999999999,24.011460000000056,34.52275000000009,1.694151999999999,1.8468000000000018,1.5311200000000014,4.0,2.0,3.0
2.0,2.0,2.0,24.994500000000016,24.174859999999967,34.32916,-0.995234,-0.9344140000000003,-1.34103,3.0,4.0,1.0
2.0,2.0,2.0,23.739430000000084,22.946630000000027,32.64693,-1.4141839999999988,-1.4224449999999997,-1.932741,1.0,3.0,3.0
2.0,3.0,2.0,20.28430000000003,19.458799999999997,28.59626000000003,-4.775333,-4.832709000000001,-5.456951,3.0,1.0,4.0
2.0,2.0,0.0,24.736999999999966,17.178569999999922,0.0,-2.851029999999998,-2.0173109999999994,0.0,4.0,3.0,4.0
2.0,2.0,0.0,24.119339999999966,17.460699999999974,0.0,0.8047879999999985,1.7775479999999995,0.0,4.0,4.0,1.0
2.0,2.0,0.0,25.258429999999976,19.631629999999973,0.0,1.3294819999999987,2.425905,0.0,1.0,4.0,3.0
2.0,2.0,0.0,24.591530000000034,20.112300000000005,0.0,-1.988461000000001,-0.7858260000000001,0.0,3.0,1.0,4.0
2.0,2.0,0.0,24.2337,20.99946,0.0,0.6809650000000005,1.9708649999999999,0.0,4.0,3.0,1.0
2.0,2.0,0.0,25.160799999999995,23.249599999999987,0.0,1.0697229999999998,2.427190999999997,0.0,1.0,4.0,3.0
2.0,2.0,0.0,24.236060000000066,23.706300000000056,0.0,-2.2343930000000007,-0.8289940000000016,0.0,3.0,1.0,1.0
2.0,2.0,0.0,21.640739999999937,22.531489999999962,0.0,-2.839791999999999,-1.4052930000000003,0.0,1.0,3.0,3.0
2.0,2.0,0.0,16.71505000000002,19.04711999999995,0.0,-6.287647,-4.841446000000001,0.0,3.0,1.0,4.0
2.0,2.0,0.0,12.07260000000008,15.850300000000061,0.0,-3.576468000000002,-2.134081000000002,0.0,4.0,3.0,4.0
2.0,2.0,0.0,10.78413999999998,15.99720000000002,0.0,0.19790300000000016,1.6231329999999993,0.0,4.0,4.0,0.0
2.0,3.0,2.0,18.399240000000077,17.19094000000007,11.7732400000001,2.3315979999999996,2.4725800000000007,0.9345750000000024,0.0,4.0,3.0
2.0,3.0,2.0,18.70114000000001,17.651039999999966,10.694740000000024,-0.9855040000000024,-0.8078970000000005,-2.3455440000000003,3.0,0.0,4.0
2.0,3.0,2.0,19.381829999999923,18.525829999999928,10.035269999999969,1.7590199999999996,1.97166,0.44258100000000056,4.0,3.0,1.0
2.0,3.0,2.0,21.417730000000006,20.78991999999994,10.776960000000031,2.211448999999998,2.456986999999998,0.9432679999999998,1.0,4.0,3.0
2.0,3.0,2.0,21.659430000000043,21.29156999999998,9.774170000000026,-1.0422430000000027,-0.7663740000000026,-2.259233000000002,3.0,1.0,4.0
2.0,3.0,2.0,22.28476999999998,22.20584999999994,9.20706999999993,1.706038999999997,2.0093499999999977,0.5416999999999987,4.0,3.0,1.0
2.0,3.0,2.0,24.271100000000047,24.50714000000005,10.053800000000024,2.1661070000000002,2.493748,1.0546630000000015,1.0,4.0,3.0
2.0,3.0,2.0,24.471499999999992,25.045299999999997,9.16719999999998,-1.0786629999999988,-0.7299249999999979,-2.137934999999999,3.0,1.0,4.0
2.0,3.0,2.0,25.064859999999953,25.674800000000005,8.724999999999909,1.6790100000000017,1.96847,0.6704290000000022,4.0,3.0,1.0
2.0,3.0,2.0,27.028599999999983,23.414800000000014,9.703100000000063,2.1486110000000025,2.452134000000001,1.1886860000000006,1.0,4.0,3.0
2.0,3.0,2.0,27.215939999999932,22.918600000000083,8.952299999999923,-1.0866849999999992,-0.7721839999999993,-2.00038,3.0,1.0,1.0
2.0,3.0,2.0,25.79550000000006,24.020560000000046,6.638739999999984,-1.6362130000000015,-1.313713,-2.5063530000000007,1.0,3.0,4.0
2.0,3.0,2.0,26.114799999999946,23.37609999999995,6.107200000000034,1.5919799999999995,1.9196519999999992,0.7625789999999988,4.0,1.0,1.0
2.0,2.0,0.0,10.417400000000015,30.38622000000001,0.0,-2.8785360000000004,-3.0089840000000017,0.0,1.0,4.0,4.0
2.0,2.0,0.0,9.093440000000015,28.90643,0.0,-0.4862399999999987,-0.8088639999999998,0.0,4.0,1.0,0.0
2.0,2.0,2.0,28.188199999999995,55.088059999999984,8.97224,-1.3496239999999986,-5.025746999999999,-0.41069599999999795,0.0,4.0,1.0
2.0,2.0,2.0,26.381740000000008,50.40603999999999,8.415700000000015,-2.2521510000000013,-4.353358,-0.6552199999999999,1.0,0.0,1.0
2.0,2.0,2.0,23.803260000000023,46.185490000000016,7.709530000000029,-2.913281999999999,-4.1385760000000005,-0.7479800000000019,1.0,1.0,3.0
2.0,2.0,2.0,18.65179999999998,40.010699999999986,4.93689999999998,-6.683031,-7.553527999999998,-4.086414999999999,3.0,1.0,4.0
2.0,2.0,2.0,13.496139999999968,34.00400000000002,2.5220800000000168,-4.201370000000001,-5.083046000000001,-1.3218270000000025,4.0,3.0,1.0
2.0,2.0,2.0,9.51496000000003,29.03967,1.4983500000000163,-3.845651,-4.977473999999999,-0.822101,1.0,4.0,4.0
2.0,2.0,2.0,7.722139999999968,25.941100000000006,2.7502999999999815,-0.4435299999999991,-1.965954,2.6070969999999996,4.0,1.0,4.0
2.0,3.0,2.0,9.677179999999964,10.412450000000035,7.7331799999999475,3.5440630000000013,2.6056100000000004,6.532498,4.0,4.0,1.0
2.0,3.0,2.0,13.689090000000022,7.559179999999969,14.679869999999994,4.354759,2.932428,7.219544999999998,1.0,4.0,1.0
2.0,3.0,2.0,18.19204000000002,4.724400000000003,21.974760000000003,4.641373999999999,2.686655,7.345347,1.0,1.0,3.0
2.0,3.0,2.0,20.919550000000015,4.208320000000015,27.323570000000018,1.5253620000000012,-0.9809630000000009,4.050355,3.0,1.0,1.0
2.0,3.0,1.0,22.18610000000001,5.707150000000013,31.029359999999997,1.137174,-1.9240960000000005,3.478478000000001,1.0,3.0,3.0
2.0,4.0,1.0,21.331170000000043,9.88131999999996,32.43127000000004,-2.114979999999999,-5.728339,0.046534000000001186,3.0,1.0,1.0
2.0,4.0,1.0,18.930210000000045,14.477570000000014,32.11118000000005,-2.5573310000000014,-7.642469999999999,-0.5668299999999995,1.0,3.0,2.0
2.0,4.0,1.0,16.69556,6.91858000000002,31.791409999999985,-2.468240999999999,-8.057459,-0.6376589999999993,2.0,1.0,1.0
2.0,4.0,1.0,14.204039999999964,1.3732400000000098,31.060360000000003,-2.4586889999999997,-8.48465,-0.7761929999999992,1.0,2.0,4.0
2.0,4.0,1.0,13.78895,7.978610000000003,32.26320999999996,0.9271130000000021,-5.428751,2.4732960000000013,4.0,1.0,1.0
2.0,4.0,1.0,15.084900000000061,13.140169999999955,35.04614000000004,1.5445209999999996,-5.0024239999999995,2.9658049999999996,1.0,4.0,2.0
2.0,4.0,1.0,16.70392000000004,9.02179000000001,38.03241000000003,1.6715400000000002,-4.546058000000002,2.9789889999999986,2.0,1.0,1.0
2.0,4.0,1.0,18.391900000000078,4.666069999999991,40.97890000000007,1.6985799999999998,-4.127858,2.903067,1.0,2.0,3.0
1.0,5.0,1.0,18.079870000000028,1.255769999999984,41.8275000000001,-1.622961,-6.9735299999999985,-0.5105629999999977,3.0,1.0,2.0
1.0,1.0,0.0,40.92468000000008,16.103450000000066,0.0,-1.1827140000000007,-2.2140500000000003,0.0,2.0,3.0,1.0
1.0,1.0,0.0,39.63227000000006,13.813240000000064,0.0,-1.3892999999999986,-2.350804,0.0,1.0,2.0,1.0
1.0,2.0,0.0,38.18094000000008,11.428640000000087,0.0,-1.5173839999999998,-2.4204299999999996,0.0,1.0,1.0,3.0
1.0,3.0,0.0,34.59983,6.967399999999998,0.0,-4.947597999999999,-5.803531999999997,0.0,3.0,1.0,1.0
1.0,3.0,0.0,29.257690000000025,0.787050000000022,0.0,-5.622802,-6.442671999999998,0.0,1.0,3.0,1.0
1.0,3.0,0.0,23.52769999999998,5.750099999999975,0.0,-5.822486000000001,-6.616713999999998,0.0,1.0,1.0,4.0
1.0,3.0,0.0,19.660029999999892,10.403600000000097,0.0,-2.6180900000000022,-3.3961240000000004,0.0,4.0,1.0,1.0
1.0,3.0,0.0,17.342570000000023,13.494800000000055,0.0,-2.1406579999999984,-2.9106710000000007,0.0,1.0,4.0,3.0
1.0,3.0,0.0,13.213799999999992,18.39244000000008,0.0,-5.436865000000001,-6.2055250000000015,0.0,3.0,1.0,4.0
1.0,2.0,0.0,9.422260000000051,20.35886000000005,0.0,-2.735545000000002,-3.8118750000000006,0.0,4.0,3.0,4.0
1.0,2.0,0.0,8.957560000000058,18.834659999999985,0.0,1.000515,-0.03920699999999755,0.0,4.0,4.0,1.0
2.0,2.0,0.0,10.33039999999994,19.186199999999985,0.0,1.606783,0.6071090000000012,0.0,1.0,4.0,0.0
2.0,2.0,2.0,20.279350000000022,11.294359999999983,12.403699999999958,0.8181979999999989,1.4001380000000019,1.7756340000000002,0.0,1.0,3.0
2.0,2.0,2.0,19.034160000000043,10.661600000000021,12.095800000000054,-2.5415409999999987,-1.89724,-1.627330999999998,3.0,0.0,4.0
2.0,2.0,2.0,18.17560000000003,10.470500000000015,12.131200000000035,0.24484299999999948,0.9364549999999987,1.1159019999999984,4.0,3.0,1.0
2.0,2.0,2.0,18.725000000000023,11.728700000000003,13.531940000000077,0.7581559999999996,1.4844679999999997,1.5870360000000012,1.0,4.0,3.0
2.0,2.0,2.0,17.544380000000046,11.286500000000046,13.161080000000084,-2.4284670000000013,-1.677857000000003,-1.640104000000001,3.0,1.0,1.0
2.0,2.0,2.0,14.805700000000002,9.306499999999915,11.192699999999945,-2.9270449999999997,-2.160595999999998,-2.1770379999999996,1.0,3.0,1.0
2.0,2.0,2.0,11.848240000000033,7.120150000000081,8.9683,-2.9634859999999996,-2.187971000000001,-2.2493440000000007,1.0,1.0,4.0
2.0,2.0,2.0,10.91321000000005,6.962760000000003,8.731660000000034,0.39736199999999755,1.1765899999999974,1.0782949999999971,4.0,1.0,1.0
3.0,2.0,2.0,11.681249999999977,8.510099999999966,10.166200000000003,1.0234300000000012,1.8022090000000013,1.6738630000000008,1.0,4.0,3.0
