vehicles_in_ego_lane,vehicles_in_left_lane,vehicles_in_right_lane,closest_in_ego_lane_dist,closest_left_lane_dist,closest_right_lane_dist,relative_velocity_ego_lane,relative_velocity_left_lane,relative_velocity_right_lane,previous_action_1,action
4.0,0.0,0.0,33.46425628662108,10000.0,10000.0,-9.295816421508789,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,43.21302032470702,10000.0,10000.0,-10.066872119903564,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,53.431266784667955,10000.0,10000.0,-10.529809951782228,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,62.256683349609375,10000.0,10000.0,-7.798964500427244,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,69.86663055419922,10000.0,10000.0,-7.526766300201416,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,77.41065979003908,10000.0,10000.0,-7.574285984039307,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,83.00148010253909,10000.0,10000.0,-4.31090831756592,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,86.98471832275393,10000.0,10000.0,-3.77461624145508,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,88.69857788085938,10000.0,10000.0,-0.37667179107666016,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,90.73574829101562,10000.0,10000.0,-3.1172628402709943,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,94.13798522949219,10000.0,10000.0,-3.587878227233885,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,97.77511596679688,10000.0,10000.0,-3.6693830490112305,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,101.45318603515628,10000.0,10000.0,-3.6838226318359375,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,105.13865661621094,10000.0,10000.0,-3.686532974243164,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,106.81538391113278,10000.0,10000.0,-0.3706645965576172,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,106.84260559082031,10000.0,10000.0,0.1959238052368164,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,106.58802795410156,10000.0,10000.0,0.2927207946777344,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,106.28527832031247,10000.0,10000.0,0.3092508316040039,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,103.96420288085938,10000.0,10000.0,3.6285171508789045,10000.0,10000.0,3.0,3.0
4.0,0.0,0.0,97.98175048828125,10000.0,10000.0,7.512183189392092,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,92.07742309570318,10000.0,10000.0,4.859408378601074,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,85.48263549804693,10000.0,10000.0,7.722526550292969,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,77.46359252929682,10000.0,10000.0,8.211801528930664,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,67.1909790039062,10000.0,10000.0,11.611858367919922,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,57.237060546875,10000.0,10000.0,8.876441001892088,10000.0,10000.0,4.0,1.0
4.0,0.0,0.0,48.64395141601568,10000.0,10000.0,8.40898990631103,10000.0,10000.0,1.0,4.0
4.0,0.0,0.0,42.29351806640625,10000.0,10000.0,5.012661933898924,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,35.622528076171875,10000.0,10000.0,7.748715400695799,10000.0,10000.0,3.0,3.0
4.0,0.0,0.0,25.58026123046875,10000.0,10000.0,11.532721519470217,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,15.665771484375,10000.0,10000.0,8.862917900085447,10000.0,10000.0,4.0,4.0
4.0,0.0,0.0,9.0894775390625,10000.0,10000.0,5.090231895446776,10000.0,10000.0,4.0,3.0
3.0,0.0,1.0,25.72210693359375,10000.0,29.450937271118164,12.14025592803955,10000.0,23.045987129211426,3.0,4.0
3.0,0.0,1.0,15.014822006225586,10000.0,21.752201080322266,7.110706806182861,10000.0,-1.6068487167358398,4.0,0.0
2.0,0.0,2.0,15.360931396484371,10000.0,17.599590301513672,11.19545316696167,10000.0,-8.159877300262453,0.0,3.0
4.0,0.0,0.0,13.88387298583984,10000.0,10000.0,-4.880317687988281,10000.0,10000.0,3.0,0.0
3.0,0.0,1.0,20.762462854385376,10000.0,18.7675142288208,3.2960180044174194,10000.0,-0.2166290283203125,0.0,3.0
3.0,0.0,1.0,14.78160834312439,10000.0,14.714214563369751,7.624266266822815,10000.0,7.217817783355713,3.0,1.0
3.0,0.0,1.0,4.815584421157837,10000.0,4.795372724533081,11.021651454269886,10000.0,10.997599713504314,1.0,4.0
1.0,3.0,0.0,4.991202116012573,4.99591588973999,10000.0,8.656644183560275,8.644909056834877,10000.0,4.0,3.0
3.0,0.0,1.0,14.646898746490479,10000.0,14.646052598953247,10.177177844801918,10000.0,10.179324872329744,3.0,3.0
3.0,0.0,1.0,24.001647233963016,10000.0,23.997781753540043,9.567147897080302,10000.0,-6.135995864868164,3.0,3.0
4.0,0.0,0.0,24.02337646484375,10000.0,10000.0,2.976987838745117,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,22.18582534790039,10000.0,10000.0,0.8284845352172852,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,21.630416870117188,10000.0,10000.0,0.37780094146728516,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,21.29932403564453,10000.0,10000.0,0.3007364273071289,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,21.00656127929689,10000.0,10000.0,0.2875661849975586,10000.0,10000.0,1.0,4.0
4.0,0.0,0.0,22.730491638183608,10000.0,10000.0,-3.031130790710449,10000.0,10000.0,4.0,4.0
4.0,0.0,0.0,28.115501403808594,10000.0,10000.0,-6.914704322814941,10000.0,10000.0,4.0,4.0
4.0,0.0,0.0,37.44258117675781,10000.0,10000.0,-10.894808769226074,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,46.73951721191406,10000.0,10000.0,-8.258514404296875,10000.0,10000.0,3.0,1.0
4.0,0.0,0.0,54.724960327148466,10000.0,10000.0,-7.808002948760986,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,60.47618103027344,10000.0,10000.0,-4.414568901062012,10000.0,10000.0,3.0,3.0
4.0,0.0,0.0,62.52912902832034,10000.0,10000.0,-0.5182237625122053,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,64.65391540527344,10000.0,10000.0,-3.1688308715820312,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,66.08714294433591,10000.0,10000.0,-0.3053417205810529,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,68.10603332519531,10000.0,10000.0,-3.1324520111083984,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,69.52117919921875,10000.0,10000.0,-0.29912471771240234,10000.0,10000.0,3.0,3.0
4.0,0.0,0.0,67.51669311523438,10000.0,10000.0,3.501503944396969,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,63.621551513671875,10000.0,10000.0,4.150986671447754,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,59.40328979492182,10000.0,10000.0,4.261975288391113,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,53.11968994140625,10000.0,10000.0,7.597390174865723,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,47.18695068359375,10000.0,10000.0,4.850926399230957,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,40.6103515625,10000.0,10000.0,7.698035240173343,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,32.61743164062506,10000.0,10000.0,8.184571266174316,10000.0,10000.0,0.0,4.0
4.0,0.0,0.0,26.392608642578125,10000.0,10000.0,4.951268196105957,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,19.766082763671932,10000.0,10000.0,7.715182304382321,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,11.7646484375,10000.0,10000.0,8.18750286102295,10000.0,10000.0,0.0,4.0
4.0,0.0,0.0,5.538360595703125,10000.0,10000.0,4.951769828796387,10000.0,10000.0,4.0,1.0
3.0,0.0,1.0,25.000988006591797,10000.0,33.19503593444824,8.158829107880592,10000.0,23.112838745117188,1.0,1.0
3.0,0.0,1.0,14.41267013549805,10000.0,23.120192527770996,14.906161785125732,10000.0,-2.293450355529785,1.0,4.0
3.0,0.0,1.0,9.095369338989254,10000.0,14.393505096435547,-0.795964241027832,10000.0,14.210367679595947,4.0,1.0
3.0,0.0,1.0,8.075906753540039,10000.0,16.946211814880375,1.583521842956543,10000.0,-11.308417558670044,1.0,4.0
3.0,0.0,1.0,15.40722942352295,10000.0,23.66652750968933,-11.955045282840729,10000.0,0.5841566268354654,4.0,3.0
2.0,0.0,2.0,26.10393333435059,10000.0,19.795433759689335,1.4241276979446411,10000.0,-1.7391211986541748,3.0,3.0
1.0,3.0,0.0,18.62138080596924,18.689715147018433,10000.0,3.903295546770096,4.269867367402185,10000.0,3.0,1.0
1.0,3.0,0.0,13.437906503677368,13.446476221084595,10000.0,5.710212482139468,5.7330751557674375,10000.0,1.0,3.0
1.0,3.0,0.0,4.696645736694336,4.697922706604004,10000.0,10.528605873463675,10.531910267467538,10000.0,3.0,4.0
1.0,3.0,0.0,4.845223665237427,4.845415353775024,10000.0,8.559149976842662,8.558653607906308,10000.0,4.0,3.0
1.0,3.0,0.0,14.480414390563965,13.671706199645996,10000.0,10.2082680698164,27.11031436920166,10000.0,3.0,3.0
1.0,3.0,0.0,99.26401710510254,23.750173568725582,10000.0,-8.302308082580566,9.055470453856042,10000.0,3.0,4.0
4.0,0.0,0.0,35.47711944580078,10000.0,10000.0,11.78732395002174,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,45.61710357666016,10000.0,10000.0,12.083993911743164,10000.0,10000.0,0.0,4.0
4.0,0.0,0.0,55.652591705322266,10000.0,10000.0,8.699241638183594,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,64.00056457519531,10000.0,10000.0,8.119531631469727,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,72.06004333496094,10000.0,10000.0,8.020428657531738,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,80.07020568847656,10000.0,10000.0,8.003491401672363,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,88.07193756103516,10000.0,10000.0,8.00059700012207,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,96.07223510742188,10000.0,10000.0,8.000102043151855,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,106.0824203491211,10000.0,10000.0,11.3164644241333,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,117.7423858642578,10000.0,10000.0,11.88319206237793,10000.0,10000.0,0.0,4.0
4.0,0.0,0.0,127.67414093017578,10000.0,10000.0,8.663591384887695,10000.0,10000.0,4.0,1.0
4.0,0.0,0.0,136.00425720214844,10000.0,10000.0,8.11340045928955,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,144.0606689453125,10000.0,10000.0,8.019378662109375,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,152.0703125,10000.0,10000.0,8.003311157226562,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,162.08209228515625,10000.0,10000.0,11.317012786865234,10000.0,10000.0,3.0,3.0
4.0,0.0,0.0,175.75245666503906,10000.0,10000.0,15.199732780456545,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,189.3442230224609,10000.0,10000.0,12.546796798706056,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,203.62635803222656,10000.0,10000.0,15.40988826751709,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,217.3226776123047,10000.0,10000.0,12.582709312438965,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,231.6226806640625,10000.0,10000.0,15.416025161743164,10000.0,10000.0,3.0,3.0
4.0,0.0,0.0,249.34230041503903,10000.0,10000.0,19.216651916503903,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,268.9526062011719,10000.0,10000.0,19.866134643554688,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,288.8860168457031,10000.0,10000.0,19.977123260498047,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,310.884765625,10000.0,10000.0,23.312538146972656,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,332.5326538085937,10000.0,10000.0,20.56607437133789,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,354.82440185546875,10000.0,10000.0,23.413183212280277,10000.0,10000.0,3.0,1.0
4.0,0.0,0.0,378.532470703125,10000.0,10000.0,23.89971923828125,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,404.4927062988281,10000.0,10000.0,27.2993106842041,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,194.25576782226562,10000.0,10000.0,7.206035614013672,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,187.33306884765625,10000.0,10000.0,6.7385711669921875,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,180.64285278320312,10000.0,10000.0,6.658685684204105,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,173.99246215820312,10000.0,10000.0,6.6450347900390625,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,167.348876953125,10000.0,10000.0,6.642702102661133,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,158.6962890625,10000.0,10000.0,9.958749771118164,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,148.39404296875,10000.0,10000.0,10.52542495727539,10000.0,10000.0,0.0,4.0
4.0,0.0,0.0,139.820068359375,10000.0,10000.0,7.305814743041992,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,130.83758544921875,10000.0,10000.0,10.072069168090824,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,122.4891357421875,10000.0,10000.0,7.228342056274414,10000.0,10000.0,4.0,0.0
3.0,0.0,1.0,25.370880126953125,10000.0,30.822514533996582,10.531441450119019,10000.0,21.02483558654785,0.0,4.0
3.0,0.0,1.0,15.975299835205078,10000.0,21.433025360107422,10.12230110168457,10000.0,-0.1880812644958496,4.0,3.0
2.0,0.0,2.0,9.126260757446289,10000.0,10.920396804809567,23.200130462646484,10000.0,2.047443389892578,3.0,4.0
3.0,0.0,1.0,13.082775115966797,10000.0,16.50571632385254,21.921759128570557,10000.0,-9.4858717918396,4.0,3.0
3.0,0.0,1.0,19.847644567489624,10000.0,35.51539611816406,0.08338451385498047,10000.0,23.09334659576416,3.0,1.0
3.0,0.0,1.0,16.2239887714386,10000.0,58.61071014404297,4.953044235706329,10000.0,23.54039669036865,1.0,3.0
3.0,0.0,1.0,14.794885635375978,10000.0,8.270994901657106,5.533116817474365,10000.0,9.78123702481389,3.0,3.0
1.0,3.0,0.0,5.033630609512329,13.124460220336914,10000.0,15.18124720081687,3.6288681030273438,10000.0,3.0,3.0
1.0,3.0,0.0,5.219905853271488,20.23633337020874,10000.0,9.534026145935059,13.651475513121113,10000.0,3.0,3.0
0.0,4.0,0.0,10000.0,13.905040740966797,10000.0,10000.0,27.927661418914795,10000.0,3.0,4.0
0.0,4.0,0.0,10000.0,35.469322204589844,10000.0,10000.0,7.336688041687008,10000.0,4.0,4.0
0.0,4.0,0.0,10000.0,30.41552734375,10000.0,10000.0,3.570225715637207,10000.0,4.0,4.0
0.0,4.0,0.0,10000.0,29.24555206298828,10000.0,10000.0,-0.3898639678955078,10000.0,4.0,3.0
0.0,4.0,0.0,10000.0,28.035453796386705,10000.0,10000.0,2.249850273132324,10000.0,3.0,1.0
0.0,4.0,0.0,10000.0,25.51219940185547,10000.0,10000.0,2.7009458541870117,10000.0,1.0,3.0
0.0,4.0,0.0,10000.0,20.75439453125,10000.0,10000.0,6.094479560852051,10000.0,3.0,1.0
4.0,0.0,0.0,14.308425903320312,10000.0,10000.0,6.674395561218258,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,7.5739593505859375,10000.0,10000.0,6.773495674133301,10000.0,10000.0,1.0,3.0
3.0,0.0,1.0,25.00409507751465,10000.0,29.727922439575195,8.348920971155167,10000.0,21.068822860717773,3.0,4.0
4.0,0.0,0.0,11.990354537963867,10000.0,10000.0,18.699967861175537,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,10.455055236816406,10000.0,10000.0,24.184078216552734,10000.0,10000.0,3.0,1.0
4.0,0.0,0.0,7.8841247558593786,10000.0,10000.0,1.3409199714660645,10000.0,10000.0,1.0,3.0
2.0,0.0,2.0,21.7365837097168,10000.0,11.856908321380619,7.128205299377443,10000.0,-1.4385366439819336,3.0,4.0
3.0,0.0,1.0,14.50468373298645,10000.0,9.658785343170166,6.324278533458711,10000.0,3.60241985321045,4.0,3.0
3.0,0.0,1.0,9.793605089187622,10000.0,0.6264209747314453,0.6632394790649396,10000.0,11.117820642888544,3.0,3.0
1.0,3.0,0.0,8.076518058776859,12.686588525772095,10000.0,4.04937744140625,14.14320022193715,10000.0,3.0,4.0
1.0,3.0,0.0,3.397714614868164,22.46802854537964,10000.0,5.588610529899597,7.262198817101307,10000.0,4.0,3.0
0.0,4.0,0.0,10000.0,12.600196838378906,10000.0,10000.0,22.22890329360962,10000.0,3.0,4.0
0.0,4.0,0.0,10000.0,38.511163711547844,10000.0,10000.0,27.03213596343994,10000.0,4.0,1.0
0.0,4.0,0.0,10000.0,57.76980972290039,10000.0,10000.0,12.099342346191406,10000.0,1.0,0.0
0.0,4.0,0.0,10000.0,69.81932067871094,10000.0,10000.0,12.017011642456056,10000.0,0.0,4.0
0.0,4.0,0.0,10000.0,79.81765747070312,10000.0,10000.0,8.686460494995117,10000.0,4.0,3.0
0.0,4.0,0.0,10000.0,90.16928100585938,10000.0,10000.0,11.433754920959473,10000.0,3.0,3.0
4.0,0.0,0.0,103.89772033691406,10000.0,10000.0,15.219682693481444,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,119.50953674316406,10000.0,10000.0,15.866652488708496,10000.0,10000.0,0.0,1.0
