vehicles_in_ego_lane,vehicles_in_left_lane,vehicles_in_right_lane,closest_in_ego_lane_dist,closest_left_lane_dist,closest_right_lane_dist,relative_velocity_ego_lane,relative_velocity_left_lane,relative_velocity_right_lane,previous_action_1,action
3.0,0.0,1.0,17.838306427001953,10000.0,23.420536041259766,-5.390747308731079,10000.0,-9.780189752578737,3.0,1.0
3.0,0.0,1.0,29.577075362205502,10000.0,32.80853986740112,-14.265391826629635,10000.0,3.285927951335907,1.0,3.0
3.0,0.0,1.0,32.9257287979126,10000.0,40.66519260406494,-4.760755538940428,10000.0,-7.022916793823242,3.0,3.0
1.0,3.0,0.0,35.71133041381836,27.50171422958374,10000.0,3.3974335193634033,20.218288898468018,10000.0,3.0,3.0
3.0,0.0,1.0,1.8852739334106445,10000.0,27.919647216796875,28.254164695739746,10000.0,10.284510374069214,3.0,3.0
3.0,0.0,1.0,10.648318290710453,10000.0,21.598763465881344,21.05369639396667,10000.0,17.91957169771194,3.0,4.0
3.0,0.0,1.0,10.801724433898926,10000.0,9.116006851196289,21.025936126708984,10000.0,8.522644326090813,4.0,3.0
4.0,0.0,0.0,3.3379478454589844,10000.0,10000.0,18.720503136515617,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,20.91208267211914,10000.0,10000.0,16.53656228631735,10000.0,10000.0,4.0,4.0
4.0,0.0,0.0,35.162261962890625,10000.0,10000.0,12.766862500458958,10000.0,10000.0,4.0,4.0
4.0,0.0,0.0,45.53123092651367,10000.0,10000.0,8.811606068629771,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,53.93412780761719,10000.0,10000.0,8.137629670323804,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,64.01242446899414,10000.0,10000.0,11.33958839578554,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,75.6837844848633,10000.0,10000.0,11.887009300146019,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,87.62753295898436,10000.0,10000.0,11.980643848371983,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,99.61789321899414,10000.0,10000.0,11.996675256650633,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,111.61623764038086,10000.0,10000.0,11.999425729358336,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,125.62607192993164,10000.0,10000.0,15.316346814830013,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,139.27585220336914,10000.0,10000.0,12.566724266475148,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,151.55776977539062,10000.0,10000.0,12.096846060248824,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,163.60595703125,10000.0,10000.0,12.016549879258292,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,175.61418151855472,10000.0,10000.0,12.002828532359436,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,187.6156005859375,10000.0,10000.0,12.000483489550685,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,199.61582946777344,10000.0,10000.0,12.000082961378016,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,245.63668823242188,10000.0,10000.0,12.000014305114746,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,257.6366882324219,10000.0,10000.0,12.00000286102295,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,271.6468200683594,10000.0,10000.0,15.316447257995604,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,287.3067932128906,10000.0,10000.0,15.88318920135498,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,303.2486877441406,10000.0,10000.0,15.9800386428833,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,319.2387390136719,10000.0,10000.0,15.996588706970217,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,337.2471923828125,10000.0,10000.0,19.31586456298828,10000.0,10000.0,3.0,3.0
4.0,0.0,0.0,358.9169616699219,10000.0,10000.0,23.199535369873047,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,380.5086364746094,10000.0,10000.0,20.546762466430664,10000.0,10000.0,4.0,1.0
4.0,0.0,0.0,400.7806396484375,10000.0,10000.0,20.093435287475582,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,420.8271179199219,10000.0,10000.0,20.015966415405277,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,442.8451843261719,10000.0,10000.0,23.319175720214844,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,464.4963684082031,10000.0,10000.0,20.56720733642578,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,486.7886657714844,10000.0,10000.0,23.413375854492188,10000.0,10000.0,3.0,1.0
4.0,0.0,0.0,510.4968566894531,10000.0,10000.0,23.89975357055664,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,534.4469604492188,10000.0,10000.0,23.98286819458008,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,558.4384765625,10000.0,10000.0,23.997072219848636,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,582.43701171875,10000.0,10000.0,23.999500274658203,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,608.4468994140625,10000.0,10000.0,27.316362380981445,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,634.0966796875,10000.0,10000.0,24.566726684570312,10000.0,10000.0,4.0,1.0
4.0,0.0,0.0,658.3786010742188,10000.0,10000.0,24.096847534179688,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,684.4368896484375,10000.0,10000.0,27.332996368408203,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,710.094970703125,10000.0,10000.0,24.56957054138184,10000.0,10000.0,4.0,3.0
3.0,0.0,1.0,25.014156341552734,10000.0,29.26203727722168,8.630107879638672,10000.0,20.146849632263184,3.0,4.0
3.0,0.0,1.0,15.5497932434082,10000.0,25.241178512573242,8.860765933990479,10000.0,-6.203432559967039,4.0,1.0
3.0,0.0,1.0,13.702035903930664,10000.0,17.421785354614258,-2.3363232612609863,10000.0,13.68869161605835,1.0,3.0
3.0,0.0,1.0,10.074714660644528,10000.0,19.47585868835449,3.210164785385132,10000.0,-7.140832901000977,3.0,4.0
2.0,0.0,2.0,30.626214504241943,10000.0,15.781816482543945,-12.038625478744507,10000.0,-6.818204641342163,4.0,3.0
2.0,0.0,2.0,40.02804183959961,10000.0,17.68850040435791,-6.0305299758911115,10000.0,0.5092883110046387,3.0,3.0
1.0,3.0,0.0,11.732239723205568,27.275419235229492,10000.0,8.661033563315868,-3.8920087814331055,10000.0,3.0,3.0
1.0,3.0,0.0,0.9981584548950195,23.787307739257812,10000.0,15.053223754744975,8.838913440704344,10000.0,3.0,1.0
1.0,3.0,0.0,15.704749822616577,8.385479927062985,10000.0,13.702342350617982,18.939043521881104,10000.0,1.0,4.0
1.0,3.0,0.0,52.806962966918945,12.273316383361815,10000.0,-5.632206916809082,23.049805641174316,10000.0,4.0,3.0
0.0,4.0,0.0,10000.0,37.696913957595825,10000.0,10000.0,14.839830838577655,10000.0,3.0,0.0
0.0,4.0,0.0,10000.0,52.194271087646484,10000.0,10000.0,1.8363351821899396,10000.0,0.0,4.0
0.0,4.0,0.0,10000.0,52.39411926269533,10000.0,10000.0,-1.5613756179809553,10000.0,4.0,4.0
0.0,4.0,0.0,10000.0,56.41497802734375,10000.0,10000.0,-5.878786087036131,10000.0,4.0,0.0
4.0,0.0,0.0,63.058570861816406,10000.0,10000.0,-7.243202209472656,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,70.5615997314453,10000.0,10000.0,-7.721858978271483,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,78.39007568359374,10000.0,10000.0,-7.92147636413574,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,84.34906005859379,10000.0,10000.0,-4.694803237915039,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,90.73245239257812,10000.0,10000.0,-7.485979080200195,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,98.5134582519531,10000.0,10000.0,-7.975192070007324,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,104.53196716308594,10000.0,10000.0,-4.748068809509279,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,110.95719909667969,10000.0,10000.0,-7.515712738037109,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,116.75006103515625,10000.0,10000.0,-4.673471450805664,10000.0,10000.0,3.0,3.0
4.0,0.0,0.0,119.11929321289062,10000.0,10000.0,-0.8719043731689435,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,121.60771179199219,10000.0,10000.0,-3.5389814376831055,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,125.42300415039065,10000.0,10000.0,-3.9948806762695312,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,129.46511840820312,10000.0,10000.0,-4.07284736633301,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,131.5359344482422,10000.0,10000.0,-0.7697515487670898,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,131.9635620117188,10000.0,10000.0,-0.2053050994873047,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,132.11039733886722,10000.0,10000.0,-0.108853340148924,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,130.19915771484375,10000.0,10000.0,3.2240734100341797,10000.0,10000.0,3.0,3.0
4.0,0.0,0.0,124.61972045898443,10000.0,10000.0,7.1100769042968714,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,117.10714721679693,10000.0,10000.0,7.7741489410400355,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,107.25408935546875,10000.0,10000.0,11.204076766967773,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,97.70486450195312,10000.0,10000.0,8.473764419555664,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,87.5037841796875,10000.0,10000.0,11.323633193969727,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,77.89511108398438,10000.0,10000.0,8.494195938110352,10000.0,10000.0,4.0,4.0
4.0,0.0,0.0,71.7041015625,10000.0,10000.0,4.694231033325195,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,65.39334106445312,10000.0,10000.0,7.361309051513672,10000.0,10000.0,3.0,3.0
4.0,0.0,0.0,55.74560546875,10000.0,10000.0,11.133527755737305,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,44.22137451171875,10000.0,10000.0,11.778156280517582,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,30.3663330078125,10000.0,10000.0,15.204761505126953,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,16.8167724609375,10000.0,10000.0,12.473882675170898,10000.0,10000.0,4.0,3.0
3.0,0.0,1.0,25.57598304748535,10000.0,31.352232933044434,11.0827317237854,10000.0,21.907947540283203,3.0,3.0
3.0,0.0,1.0,11.949224472045898,10000.0,16.94969367980957,16.823957443237305,10000.0,7.163471221923828,3.0,4.0
3.0,0.0,1.0,4.635608673095703,10000.0,11.236217498779295,1.2748088836669922,10000.0,18.715651035308838,4.0,1.0
2.0,0.0,2.0,22.97850608825684,10000.0,1.2219448089599645,5.030424118041994,10000.0,5.499887436628342,1.0,2.0
3.0,0.0,1.0,12.521709442138672,10000.0,2.3688974380493164,1.9683525562286377,10000.0,-4.75596284866333,2.0,3.0
3.0,0.0,1.0,7.918751358985901,10000.0,4.410813093185425,-4.977097511291504,10000.0,10.456766068935394,3.0,4.0
3.0,0.0,1.0,5.1120336055755615,10000.0,0.1877965927124019,8.544725988060236,10000.0,6.231431484222412,4.0,3.0
1.0,3.0,0.0,4.177665710449219,5.752113342285156,10000.0,3.6496195793151838,21.709174156188965,10000.0,3.0,3.0
3.0,0.0,1.0,10.937659263610842,10000.0,21.024673461914055,7.547791957855225,10000.0,-5.985479354858398,3.0,1.0
4.0,0.0,0.0,20.280881881713867,10000.0,10000.0,10.202218532562256,10000.0,10000.0,1.0,4.0
4.0,0.0,0.0,24.615978240966797,10000.0,10000.0,-2.931492805480957,10000.0,10000.0,4.0,4.0
4.0,0.0,0.0,29.88721466064453,10000.0,10000.0,-6.7930498123168945,10000.0,10000.0,4.0,4.0
4.0,0.0,0.0,39.090545654296875,10000.0,10000.0,-10.769742012023926,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,48.262046813964844,10000.0,10000.0,-8.132873058319092,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,58.131935119628906,10000.0,10000.0,-10.998711109161377,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,67.41735076904297,10000.0,10000.0,-8.172001838684082,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,75.29656219482422,10000.0,10000.0,-7.688950538635254,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,82.93547821044922,10000.0,10000.0,-7.60640287399292,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,90.53333282470707,10000.0,10000.0,-7.592296123504639,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,96.11404418945312,10000.0,10000.0,-4.273438453674316,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,102.05384826660156,10000.0,10000.0,-7.022731781005859,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,107.35121154785156,10000.0,10000.0,-4.1761064529418945,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,113.24259948730469,10000.0,10000.0,-7.006098747253418,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,118.53169250488281,10000.0,10000.0,-4.173264503479004,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,122.41154479980469,10000.0,10000.0,-3.6891660690307617,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,126.0505676269531,10000.0,10000.0,-3.6064395904541016,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,129.64842224121094,10000.0,10000.0,-3.5923023223876935,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,131.22912597656244,10000.0,10000.0,-0.2734394073486346,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,131.15884399414065,10000.0,10000.0,0.2937145233154297,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,130.80638122558594,10000.0,10000.0,0.39063453674316406,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,130.40570068359375,10000.0,10000.0,0.4071969985961914,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,127.98666381835938,10000.0,10000.0,3.726475715637207,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,125.926513671875,10000.0,10000.0,0.9772539138793945,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,123.223876953125,10000.0,10000.0,3.8238897323608434,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,119.10513305664068,10000.0,10000.0,4.310347557067871,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,114.74441528320318,10000.0,10000.0,4.393477439880371,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,108.33218383789062,10000.0,10000.0,7.724129676818844,10000.0,10000.0,3.0,1.0
4.0,0.0,0.0,100.2630615234375,10000.0,10000.0,8.293299674987793,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,91.91079711914068,10000.0,10000.0,8.390564918518066,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,83.51019287109375,10000.0,10000.0,8.407185554504395,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,75.1012573242187,10000.0,10000.0,8.410025596618652,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,64.68084716796875,10000.0,10000.0,11.726958274841309,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,54.62042236328125,10000.0,10000.0,8.977335929870605,10000.0,10000.0,4.0,1.0
4.0,0.0,0.0,45.92791748046875,10000.0,10000.0,8.507458686828613,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,37.46905517578125,10000.0,10000.0,8.427161216735843,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,29.05029296875,10000.0,10000.0,8.413439750671387,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,20.63824462890625,10000.0,10000.0,8.411093711853027,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,12.2274169921875,10000.0,10000.0,8.410693168640137,10000.0,10000.0,0.0,3.0
3.0,0.0,1.0,25.02705764770508,10000.0,33.44562530517578,9.089040517807007,10000.0,21.57378387451172,3.0,1.0
3.0,0.0,1.0,15.256330490112305,10000.0,25.871736526489258,15.389845848083496,10000.0,-7.881833076477049,1.0,4.0
3.0,0.0,1.0,7.963235855102539,10000.0,12.948516845703125,2.311084032058716,10000.0,16.82160997390747,4.0,0.0
3.0,0.0,1.0,6.5075683593750036,10000.0,12.154739379882816,19.855178594589233,10000.0,-7.402795076370239,0.0,1.0
2.0,0.0,2.0,22.0401531457901,10000.0,23.04070544242859,3.3510991241782904,10000.0,-12.031914234161377,1.0,3.0
2.0,0.0,2.0,22.699136972427368,10000.0,18.707457542419434,4.411736890673637,10000.0,4.366547028301284,3.0,3.0
2.0,0.0,2.0,37.88956546783447,10000.0,11.811480402946472,-2.5810670852661133,10000.0,8.724720093552605,3.0,4.0
1.0,3.0,0.0,3.050402522087097,20.554826736450195,10000.0,8.166102215232968,-3.012030601501465,10000.0,4.0,4.0
3.0,0.0,1.0,24.11241126060486,10000.0,3.1723743677139282,-6.789045333862305,10000.0,4.770217883819555,4.0,3.0
3.0,0.0,1.0,32.006093978881836,10000.0,9.436700701713562,-7.755652427673342,10000.0,7.258974265677907,3.0,1.0
3.0,0.0,1.0,39.45035743713379,10000.0,16.248136520385742,-6.68468952178955,10000.0,6.735209484144174,1.0,3.0
3.0,0.0,1.0,20.739227294921875,10000.0,46.09519958496094,6.35247278213501,10000.0,-6.590672016143799,3.0,3.0
4.0,0.0,0.0,31.91956329345703,10000.0,10000.0,14.074857711791992,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,45.30626678466797,10000.0,10000.0,12.535402297973633,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,48.305419921875,10000.0,10000.0,-1.1499214172363281,10000.0,10000.0,0.0,4.0
4.0,0.0,0.0,51.594017028808594,10000.0,10000.0,-4.71617317199707,10000.0,10000.0,4.0,4.0
4.0,0.0,0.0,58.75,10000.0,10000.0,-8.907891273498535,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,66.49933624267578,10000.0,10000.0,-7.116782188415527,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,73.56409454345703,10000.0,10000.0,-7.08383321762085,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,80.70219421386719,10000.0,10000.0,-7.195828437805176,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,85.92389678955077,10000.0,10000.0,-3.948256492614746,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,89.54605865478516,10000.0,10000.0,-3.414217948913574,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,90.89913940429688,10000.0,10000.0,-0.015308380126951349,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,92.5743408203125,10000.0,10000.0,-2.754619598388672,10000.0,10000.0,4.0,1.0
4.0,0.0,0.0,95.61346435546878,10000.0,10000.0,-3.224289894104002,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,98.88673400878906,10000.0,10000.0,-3.305203437805176,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,100.1903076171875,10000.0,10000.0,-0.002858161926267755,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,99.85116577148438,10000.0,10000.0,0.5613584518432599,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,97.22126770019531,10000.0,10000.0,3.9741754531860387,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,94.90374755859375,10000.0,10000.0,1.2409181594848633,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,91.935791015625,10000.0,10000.0,4.090274810791014,10000.0,10000.0,3.0,3.0
4.0,0.0,0.0,85.54025268554693,10000.0,10000.0,7.893640518188482,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,79.2628173828125,10000.0,10000.0,5.227141380310059,10000.0,10000.0,4.0,1.0
4.0,0.0,0.0,74.31185913085938,10000.0,10000.0,4.771467208862303,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,67.57745361328125,10000.0,10000.0,8.010045051574707,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,61.24212646484375,10000.0,10000.0,5.24703311920166,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,54.271148681640625,10000.0,10000.0,8.091313362121582,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,45.88522338867193,10000.0,10000.0,8.57736873626709,10000.0,10000.0,0.0,4.0
4.0,0.0,0.0,39.26763916015625,10000.0,10000.0,5.343981742858883,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,32.2484130859375,10000.0,10000.0,8.107880592346191,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,23.854278564453125,10000.0,10000.0,8.580199241638184,10000.0,10000.0,0.0,4.0
4.0,0.0,0.0,17.235260009765625,10000.0,10000.0,5.344466209411621,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,10.2158203125,10000.0,10000.0,8.107964515686032,10000.0,10000.0,3.0,3.0
3.0,0.0,1.0,25.03254890441895,10000.0,29.834049224853516,8.933451235294342,10000.0,18.13375949859619,3.0,4.0
3.0,0.0,1.0,16.581653594970703,10000.0,24.71541690826416,9.983787059783936,10000.0,-5.4731669425964355,4.0,4.0
3.0,0.0,1.0,13.471294403076172,10000.0,20.166950225830078,-0.8366758227348328,10000.0,9.554460108280182,4.0,3.0
3.0,0.0,1.0,14.773021697998047,10000.0,17.15245819091797,3.0647909939289097,10000.0,-4.757633447647095,3.0,3.0
3.0,0.0,1.0,15.54518985748291,10000.0,21.319286346435547,-2.3270087242126465,10000.0,-1.4854741096496582,3.0,4.0
3.0,0.0,1.0,21.481688261032104,10000.0,18.19066333770752,0.7003812789916992,10000.0,-0.28193235397338867,4.0,3.0
3.0,0.0,1.0,17.19211006164551,10000.0,17.295438766479496,20.754129886627197,10000.0,2.090324640274048,3.0,1.0
3.0,0.0,1.0,1.366832733154295,10000.0,13.182579040527346,15.91607427597046,10000.0,5.141831040382385,1.0,3.0
3.0,0.0,1.0,4.572848796844482,10000.0,4.535240650177002,10.554280165582897,10000.0,10.465428903698923,3.0,3.0
1.0,3.0,0.0,8.904971599578857,7.185342311859129,10000.0,14.875883521395735,5.850991249084471,10000.0,3.0,3.0
3.0,0.0,1.0,25.30414772033691,10000.0,30.497676849365234,9.939579248428345,10000.0,22.546640396118164,3.0,3.0
3.0,0.0,1.0,11.400054931640625,10000.0,16.78971481323242,15.538524150848389,10000.0,7.942822694778442,3.0,4.0
3.0,0.0,1.0,6.420892715454105,10000.0,10.730941772460938,-1.7727618217468244,10000.0,18.666707515716553,4.0,4.0
3.0,0.0,1.0,15.010723114013668,10000.0,2.3842964172363246,-7.582975864410402,10000.0,2.5521433353424072,4.0,3.0
3.0,0.0,1.0,15.792762756347656,10000.0,6.432799339294435,3.6429378986358643,10000.0,-7.199162006378174,3.0,3.0
3.0,0.0,1.0,13.405964851379395,10000.0,8.127156734466553,-5.882512092590332,10000.0,9.711129359900951,3.0,3.0
1.0,3.0,0.0,5.144700527191162,12.29763913154602,10000.0,15.163998496718705,5.418377876281738,10000.0,3.0,4.0
2.0,0.0,2.0,11.863397598266598,10000.0,0.24043273925781428,5.536970615386963,10000.0,15.993090629577637,4.0,4.0
2.0,0.0,2.0,9.78323936462402,10000.0,5.239282608032223,2.6169954538345337,10000.0,2.032668828964234,4.0,3.0
3.0,0.0,1.0,2.195356369018551,10000.0,34.42440414428711,9.624870598316193,10000.0,21.52007484436035,3.0,4.0
3.0,0.0,1.0,6.797294616699219,10000.0,53.519286155700684,8.27930036187172,10000.0,17.189733505249023,4.0,4.0
3.0,0.0,1.0,12.93912506103515,10000.0,47.88996887207031,4.705262430012226,10000.0,4.779742630578475,4.0,1.0
4.0,0.0,0.0,17.280689239501953,10000.0,10000.0,4.10691068507731,10000.0,10000.0,1.0,1.0
4.0,0.0,0.0,21.330238342285163,10000.0,10000.0,4.013401512987912,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,25.335559844970703,10000.0,10000.0,4.000558529747651,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,29.33535385131836,10000.0,10000.0,3.999479695572518,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,33.33491516113281,10000.0,10000.0,3.9996924621227663,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,37.3347053527832,10000.0,10000.0,3.999869805702474,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,41.334617614746094,10000.0,10000.0,3.9999501389320358,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,45.3345832824707,10000.0,10000.0,3.9999815771534486,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,51.34469985961914,10000.0,10000.0,7.316440543611406,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,59.00465393066406,10000.0,10000.0,7.8831863391365005,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,66.94654083251955,10000.0,10000.0,7.980037318605127,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,74.93661499023438,10000.0,10000.0,7.9965884059046175,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,82.9349136352539,10000.0,10000.0,7.99941672119764,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,90.93462371826172,10000.0,10000.0,7.999900303035612,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,98.93457794189453,10000.0,10000.0,7.999982820362854,10000.0,10000.0,0.0,4.0
4.0,0.0,0.0,104.92443084716797,10000.0,10000.0,4.683549876185571,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,111.27462005615234,10000.0,10000.0,7.4332575780996635,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,118.99268341064453,10000.0,10000.0,7.903150557866379,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,128.95462799072266,10000.0,10000.0,11.299896240019335,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,138.5962142944336,10000.0,10000.0,8.563913345260518,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,146.87674713134766,10000.0,10000.0,8.096365928622761,10000.0,10000.0,0.0,1.0
4.0,0.0,0.0,154.92469024658203,10000.0,10000.0,8.016468048086061,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,164.9430160522461,10000.0,10000.0,11.319261550899895,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,176.60436248779297,10000.0,10000.0,11.883669853209232,10000.0,10000.0,0.0,4.0
4.0,0.0,0.0,186.53636932373047,10000.0,10000.0,8.663673400878475,10000.0,10000.0,4.0,3.0
4.0,0.0,0.0,196.87665557861328,10000.0,10000.0,11.429861068725433,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,241.61834716796875,10000.0,10000.0,11.902569770812988,10000.0,10000.0,0.0,3.0
4.0,0.0,0.0,255.58001708984372,10000.0,10000.0,15.299797058105469,10000.0,10000.0,3.0,1.0
4.0,0.0,0.0,271.231689453125,10000.0,10000.0,15.880343437194824,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,289.1822814941406,10000.0,10000.0,19.29599952697754,10000.0,10000.0,3.0,1.0
4.0,0.0,0.0,308.8320617675781,10000.0,10000.0,19.87969398498535,10000.0,10000.0,1.0,3.0
4.0,0.0,0.0,330.7823486328125,10000.0,10000.0,23.29588890075684,10000.0,10000.0,3.0,4.0
4.0,0.0,0.0,352.4219665527344,10000.0,10000.0,20.56322860717773,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,372.7021484375,10000.0,10000.0,20.096248626708984,10000.0,10000.0,0.0,4.0
4.0,0.0,0.0,390.7398986816406,10000.0,10000.0,16.700000762939453,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,407.0881042480469,10000.0,10000.0,16.11962127685547,10000.0,10000.0,0.0,3.0
